id,name,soupFace,soupBase,fewShots,clues,difficulty,sourceID
46a1a652,消失的哥哥,"我和弟弟去森林露营，中途收到哥哥发来的短信说""你真像爸...""，回家后发现哥哥失踪了。","哥哥在森林里被野兽袭击，弟弟听到的短信""你真像爸...""其实是信号中断的""你真像爸爸一样会被吃掉""，回家后发现的哥哥遗物上有野兽齿痕。",问题1:哥哥发的短信是完整的吗？:不是; 问题2:森林里有危险动物吗？:是; 问题3:弟弟和哥哥关系好吗？:是; 问题4:哥哥最后出现的地方有搏斗痕迹吗？:是; 问题5:短信内容与失踪有关联吗？:是,哥哥是护林员熟悉森林环境; 最近森林出现熊袭击事件; 手机在森林经常信号不良; 弟弟从小最怕爸爸; 哥哥发信时语气很急促; 帐篷附近发现带血衣物; 哥哥随身携带的防熊喷雾被用光; 回家路上闻到腐肉味; 遗物上有唾液DNA检测结果; 爸爸曾被野生动物袭击过,2,48ebb2ac
3362a5ef,深夜来电,"我在实验室通宵加班时，室友打来电话说""你养的宠物真乖…""，第二天我回到合租房后彻底崩溃了。","室友最近因实验失败患上了妄想症，把我的白化病宠物蟒蛇当成实验用的白鼠处理掉了。电话里说的""真乖""其实是信号干扰导致的听错，原话是""真该(处理)""。",问题1:室友知道宠物是蟒蛇吗？:是; 问题2:室友从事相关行业吗？:是(生物学实验员); 问题3:宠物有特殊特征吗？:是(白化病); 问题4:电话通话质量如何？:差(有杂音); 问题5:室友精神状态正常吗？:不是(近期异常),"主角是科研工作者; 合租房里养着特殊宠物; 宠物具有容易混淆的外观特征; 室友职业与生物实验相关; 近期发生过实验事故; 通话时背景有仪器噪音; 室友说过""实验体要处理""之类的话; 冰箱里有不明生物组织; 实验日志记载着样本混淆事件; 室友桌上放着镇静剂处方",2,48ebb2ac
7f1db498,出差归来,我去山区考察，同事发短信说“你妹妹真棒…”，回到家后我崩溃了。,回到家的我看到妹妹残缺的尸体和死去的同事。原来，我去山区考察时托同事照顾妹妹，同事是个医生但最近心理扭曲，半夜发病将妹妹当成了实验品进行解剖...山区信号不好导致短信漏字，同事实际发的是“你妹妹真标本！”,问题1:同事的职业是医生吗？:是; 问题2:妹妹是否身体有残疾？:不是; 问题3:短信内容是否完整？:不是; 问题4:同事精神是否正常？:不是; 问题5:我看到尸体时有解剖痕迹吗？:是,同事最近行为反常; 山区信号很差; 短信显示不完整; 同事有医学背景; 家里有手术器械; 尸体有专业切割痕迹; 妹妹生前身体健康; 同事最近情绪低落; 家里有大量消毒水味道; 冰箱里有可疑组织,3,48ebb2ac
23c302eb,消失的室友,我外出旅游，室友发消息说“你的狗真乖”，回家后我发现狗不见了，室友也不见了。,室友是个兽医，但最近患上了梦游症。在我外出期间，他梦游时将我的狗当作手术对象进行了绝育手术，导致狗狗失血过多死亡。慌乱中他把狗埋在了后院，自己因为愧疚离家出走。他发的消息其实是“你的狗真乖（别担心）”，但因为网络问题我只看到前半部分。,室友是专业人士吗？:是; 狗还活着吗？:不是; 室友的行为有医学解释吗？:是; 消息内容完整吗？:不是; 狗受伤了吗？:是,室友是兽医; 最近有睡眠问题; 后院有新翻动的土; 家里有医疗用品; 收到的是不完整信息; 狗狗没有绝育; 发现血迹; 室友的物品还在; 手术工具被动过; 有使用镇静剂的痕迹,2,48ebb2ac
6a205539,阁楼上的画家,一场车祸后，丈夫就开始把自己锁在阁楼里作画，不肯下楼。那天我突然听到他在疯狂大笑，我急忙冲上阁楼，却被眼前的画作吓傻了。,丈夫是位知名画家，但我发现他用我的肖像画参加比赛获奖后，却声称画中人是他的初恋。调查后我发现他所有获奖作品都是用不同女性的脸拼接成的。愤怒之下我策划了车祸想毁掉他的双手，谁知他只伤了眼睛。失明后的他整日在阁楼作画，声称要完成最后的杰作。这天我看到他用血在画布上疯狂涂抹——那分明是用我的头发和皮肤碎片拼贴成的肖像。,丈夫是职业画家吗？:是; 车祸与妻子有关吗？:是; 画作使用特殊材料吗？:是; 丈夫知道被陷害吗？:不知道; 画里有真人组织吗？:是,阁楼传出奇怪的粘稠声; 颜料桶里有金属反光; 画布定期更换但从不展示; 丈夫总戴着手套作画; 获奖画作的眼睛位置都相同; 地下室锁着旧画具箱; 最近总丢化妆镜; 画室温度异常低; 闻到过腐烂的水果味; 窗帘永远拉着,3,a17a7fe7
ff5b7624,失踪的室友,我的室友最近行为异常，总把自己反锁在厨房里。有天深夜我听到厨房传来剁肉声和诡异的笑声，透过门缝看到地板上蔓延的暗红色液体......,我患有严重梦游症，某夜误将抗议噪音的邻居当成游戏BOSS砍杀。清醒后为掩盖罪行肢解了尸体，但潜意识不断驱使我在梦游时重复分尸行为，那些声音和液体其实都来自我自己的夜间活动。,室友最近是否受过刺激？:是; 液体是否真实存在？:是; 事件发生在城市里？:是; 涉及超自然现象吗？:不是; 凶手是否自知？:不是,公寓隔音效果极差; 总在凌晨三点出现声响; 冰箱出现过不明肉块; 刀具经常莫名移位; 我总记不清夜间的记忆; 浴室排水口常堵住; 邻居失踪半个月了; 我的睡衣常有血渍; 厨房门锁最近被更换; 社区贴有寻人启事,3,a17a7fe7
676c22a7,失语症,一场车祸后，女儿便不再开口说话。那天我突然听见她在房间里尖叫，冲进去却看到她在疯狂撕扯自己的头发，而墙上写满了同一句话。,"女儿在车祸中幸存但目睹母亲死亡，精神受创患上失语症。我作为心理医生在墙上安装单向镜观察她，却发现她每天半夜在镜面用口红反复写着""妈妈在镜子里""。后来我发现她其实一直能说话——她在模仿镜中反射的、当年死在副驾驶的母亲的最后动作。",车祸时女儿坐在后排吗？:是; 墙上写的字与母亲有关吗？:是; 单向镜是我故意安装的吗？:是; 女儿的行为是在模仿死者吗？:是; 母亲死在副驾驶吗？:是,女儿总在特定时间面朝墙壁; 使用的口红是母亲的遗物; 字迹呈现左右镜像特征; 监控显示深夜墙面自动出现字迹; 女儿从不直视镜子但会对着墙说话; 尸检报告显示母亲右手骨折; 女儿撕扯的是右侧头发; 墙上字迹总有轻微拖痕; 车祸时副驾驶座椅严重变形; 女儿房间曾是无窗的监控室,3,a17a7fe7
ab7e7e01,标本实验,实验室发生爆炸后，教授开始把自己锁在培养舱里不外出。某天我突然听到舱内传来撕心裂肺的吼叫，当我强行打开舱门时，被眼前的景象震惊得说不出话。,教授在进行克隆人实验时，意外培育出了自己的完美复制体。复制体逐渐产生自主意识开始反抗。爆炸事故其实是复制体策划的谋杀。活下来的教授把复制体的残肢泡在培养液里，每天对着碎肉说话。那天他看到培养液中的碎肉突然开始蠕动重组。,教授是生物学家吗:是; 爆炸是人为造成的吗:是; 培养舱里有活物吗:部分正确; 教授精神正常吗:不是; 复制体完全死亡了吗:不是,"实验室门上贴着""基因编辑项目""的标识; 教授的笔记本写着""第43次意识转移实验""; 培养舱液体呈现不正常的肉粉色; 监控录像显示爆炸前复制体曾独自在配电室; 教授经常对着空气说""你本就是我""; 清洁工反映最近总闻到腐肉味道; 实验记录显示克隆体脑波异常活跃; 舱内发现被反复修补的防护服裂痕; 教授左手无名指有被咬伤的痕迹; 培养液成分检测出高浓度神经生长因子",3,a17a7fe7
05d3b6f2,黑色婚礼,婚礼结束后，新娘突然开始把自己锁在化妆间里不肯出来。直到宴会散场时，我听到化妆间传来撕心裂肺的哭声。当我强行打开门，却被眼前的景象震惊了。,新娘在婚礼前发现未婚夫与伴娘有染，但为了面子决定按计划举行婚礼。她在婚礼蛋糕中下毒，毒死了所有来宾。当她回到化妆间准备自杀时，却发现伴娘的尸体正抱着她未婚夫的头颅，原来伴娘提前识破并在香槟里下了另一种毒。新娘的哭声是因为看到两具尸体以诡异的姿势纠缠在一起。,问题1:新娘知道未婚夫出轨吗？:是; 问题2:婚礼上有发生命案吗？:是; 问题3:伴娘也死了吗？:是; 问题4:新娘策划了谋杀吗？:是; 问题5:尸体姿势很反常吗？:是,新娘在切蛋糕时手在发抖; 伴娘曾偷偷调换过香槟酒瓶; 宾客们吃完蛋糕后都安静了下来; 化妆间门缝渗出暗红色液体; 新娘的婚纱上有奇怪的粉末; 伴娘包里有解毒剂的空瓶; 新郎最后是倒在新娘怀里; 婚礼摄影师拍到了可疑的镜头; 新娘曾研究过延迟性毒药; 伴娘手机里有威胁短信,3,a17a7fe7
e4874588,远方的信,我收到一封来自远方的信，打开后全家人都消失了。,我的家族受到一种诅咒，任何直接接触远方来信的人都会瞬间消失。这封信其实是来自未来，由消失的家族成员发出，警告不要打开它。但当我收到信时，出于好奇打开了它，导致全家人都被传送到另一个时空。,问题1: 信的内容重要吗？:不是; 问题2: 信的外观有异常吗？:是; 问题3: 信里有实际文字吗？:不是; 问题4: 家人看到信了吗？:是; 问题5: 信是寄给我的吗？:是,线索1: 信封上的邮戳非常模糊; 线索2: 信封摸起来有一种奇怪的温度; 线索3: 信纸上没有任何字迹; 线索4: 打开信封时听到微弱的声音; 线索5: 其他收到类似信件的人都消失了; 线索6: 这种信只在家族内部流传; 线索7: 老人们警告过不要打开远方来信; 线索8: 信封上有一个奇怪的家族徽记; 线索9: 消失的人从未被找到; 线索10: 这个现象已经持续了几代人,2,c800ca3f
32d58c8c,温泉惊魂,周末，我和朋友去泡温泉，结果我们都死在了温泉池里。,我其实是一个机器人，身体由特殊材料制成，但头部是唯一的弱点，一旦进水就会短路致死。那天我戴了假发和防水头套，朋友并不知道我的真实身份。泡温泉时，我不慎滑倒，头套脱落，头部浸入水中导致短路。朋友见状想要救我，但误触了我的紧急关机按钮，导致系统崩溃，他也因惊慌失措而心脏病发作。,问题1:我们是人类吗？:不是; 问题2:温泉的水温有问题吗？:不是; 问题3:朋友知道我是机器人吗？:不是; 问题4:我的头部有特殊防护吗？:是; 问题5:朋友是被我杀死的吗？:不是,我平时总是戴着头巾或帽子; 我对水有异常的恐惧; 朋友曾经开玩笑说我像个机器人; 温泉那天我显得特别紧张; 现场没有发现任何血迹; 朋友的死亡原因是心脏骤停; 我的身体在死后迅速冷却; 温泉的工作人员说我死前发出了奇怪的电流声; 朋友死前试图按下我脖子后的一个按钮; 我的头部在死后被发现有一个奇怪的接口,2,c800ca3f
d8a4d43a,太空洗头,在太空站的淋浴舱洗完头后，我和同事都失去了生命体征。,我是被秘密改造的半机械人宇航员，头部装有维持生命的核心处理器。淋浴时我违规取下了防水头罩，导致处理器进水短路。同事发现我的机械构造时因惊吓过度引发心脏骤停。,问题1:这是发生在真实太空站的事件吗？:不是; 问题2:我的身体构造和常人不同吗？:是; 问题3:死亡和洗头有直接关系吗？:是; 问题4:同事是被我杀害的吗？:不是; 问题5:我们当时在执行特殊任务吗？:不知道,太空站有严格的淋浴规定; 我的体检报告总是单独密封; 任务日志显示我从不参与集体沐浴; 同事最后传回的语音有剧烈喘息声; 监控拍到淋浴舱曾闪过异常蓝光; 回收的遗体发现金属部件; 我的衣柜里藏着防水头套; 事故前12小时有过电力波动; 太空站配备有特殊接口的充电舱; 任务名单中我的名字带有'MK-II'后缀,3,c800ca3f
7ad0ccf2,午夜直播,深夜，我独自在家中直播化妆教程，突然观众们看到我的脸皮掉了下来，接着直播间被永久封禁。,"我其实是个擅长特效化妆的连环杀手，每次作案后都会用受害者的脸皮制作成逼真面具。这次直播时用的面具胶水失效，导致正在演示的""人皮面膜""突然脱落，露出了面具下血淋淋的真实面孔。",问题1:观众看到的掉下来的是真脸皮吗？:不是; 问题2:主播是人类吗？:是; 问题3:掉下来的东西与犯罪行为有关吗？:是; 问题4:直播内容本身违法吗？:不是; 问题5:主播知道这个东西会掉落吗？:不知道,"主播的化妆技术非常专业; 直播间经常演示特殊妆容; 掉落的物体看起来像人类皮肤组织; 主播从未在镜头前卸过妆; 近三个月当地有连环失踪案; 直播设备旁放着不明液体容器; 有观众曾留言说妆容""太真实""; 主播的住址从未公开过; 每次直播背景都完全不同; 掉落时能看到皮下有红色物质",3,c800ca3f
575a47e3,医生的手,一个医生在手术中突然惊恐地扔掉手术刀，病人当场死亡，而医生也随即倒地不起。,医生实际上是一个被秘密植入病人体内的纳米机器人集群，它们能模拟人类外形执行手术，但核心控制单元位于医生的右手。当手术刀意外割伤右手时，控制单元被破坏导致整个系统崩溃，病人因失去维持生命的纳米机器而死亡，医生集群也随之解体。,医生是人类吗？:不是; 病人是正常人类吗？:不是; 手术刀造成了关键伤害吗？:是; 医生的右手有特殊意义吗？:是; 这是个未来科幻设定吗？:是,手术室里没有监控记录; 医生从不摘下右手手套; 病人需要定期接受这种手术; 手术刀上检测到异常金属成分; 医生的动作异常精准; 手术台有奇怪的电磁干扰记录; 医院没有这位医生的入职档案; 病人体内发现微型机械结构; 右手伤口处有发光液体渗出; 手术灯在事故时出现闪烁,2,c800ca3f
83e07dc7,午夜直播间,为了证明自己的清白，我在直播间公开了自己的病历，却让观众们看到了更恐怖的东西。,我是一名整容失败者，为了找回自信，我成为了一名恐怖主播。当我在直播间展示自己整容前的照片时，观众们发现这些照片都是经过PS处理的，而我却不知道自己整容前的真实样子。实际上，我整容失败后失忆了，而所谓的'整容前照片'其实是其他受害者的照片。,问题1:我是自愿整容的吗？:不是; 问题2:我的失忆与整容有关吗？:是; 问题3:观众看到的照片是真的吗？:不是; 问题4:我知道自己整容前的样子吗？:不是; 问题5:整容的医生有问题吗？:是,我经常头痛; 我的房间里有很多陌生人的照片; 镜子是被刻意打碎的; 我对自己过去的事情记得很清楚; 我的手机里有密码锁定的相册; 我在直播时会突然情绪失控; 观众说我的照片有问题; 我从未见过自己的家人; 医生经常来我家; 我经常做同一个噩梦,3,e9f02833
76ab88e9,完美体重,在健身教练的指导下，我终于达到了理想体重，但在一次体检时医生却告诉我一个可怕的消息。,"我从小就是个胖子，为了追求完美身材，我请了私人健身教练。他很严格，每天监督我的饮食和运动。三个月后我成功减重20公斤，但在体检时医生发现我的多个器官出现衰竭症状。原来教练给我注射了非法减肥药物，并偷偷替换了我的维生素为泻药，我的""完美身材""是以健康为代价换来的。",问题1:教练是否知道药物的危害？:是; 问题2:我的快速减重是否正常？:不是; 问题3:体检结果是否与饮食有关？:是; 问题4:教练是否有医疗背景？:不是; 问题5:我是否主动要求使用药物？:不是,"教练总是单独准备我的营养剂; 我的体重下降速度异常快; 经常感到头晕和乏力; 教练拒绝让我查看训练计划; 卫生间经常出现不明药物包装; 其他会员都没有这么快的效果; 训练后经常出现剧烈腹痛; 教练总说""结果比健康重要""; 体检显示电解质严重紊乱; 健身房的监控死角很多",2,e9f02833
f416ae7a,减肥直播,"在丈夫的指导下，我成功减掉了20斤，但在今天的健身直播中我突然晕倒。醒来后我发现健身房的镜子全部碎了，而丈夫留下了一张写着""对不起""的字条消失了。",我其实是丈夫用黑魔法创造出的镜像人，真正的我在一年前就已经去世了。丈夫通过镜子维持我的存在，而我减掉的每斤体重实际上都是在消耗镜子的魔力。今天的晕倒是因为镜子魔力耗尽，碎裂的镜子意味着我即将消失，丈夫的离开是因为无法面对再一次失去我。,问题1: 丈夫是专业的健身教练吗？: 不是; 问题2: 镜子对我的存在很重要吗？: 是; 问题3: 我真的有实体吗？: 不是; 问题4: 丈夫感到愧疚吗？: 是; 问题5: 减掉的体重其实是别的东西吗？: 是,丈夫经常对着镜子自言自语; 我的记忆只有最近一年的; 家里从没有我的照片; 我的体重下降时镜子会出现裂痕; 丈夫从不让我的家人来访; 我的身份证是最近才办理的; 健身房的镜子都是丈夫特别定制的; 我从不记得结婚前的事情; 最近几个月镜子裂得越来越频繁; 丈夫总是深夜偷偷擦拭镜子,3,e9f02833
c38fafba,网络直播,在老公的帮助下，我成功减肥，但我在直播时突感身体不适，等我跑到厕所呕吐时却发现令人惊恐的一幕。,从小我就是吃不胖的体质，为了赚钱，男友让我做起了吃播，可前段时间感觉身体有些发福，身为医生的男友，在家为我做了抽脂手术，术后的我在直播时突感恶心不适，去到卫生间发现马桶堵了，当我抽抽出堵塞马桶的异物时，那竟然是我的baby！原来我身体发胖的原因竟是我有了身孕，但我并不知道，而他为了让我能继续直播赚钱，趁我麻醉时拿走了我的孩子...,问题1: 我是因为吃多了才变胖的吗？: 不是; 问题2: 男友是医生吗？: 是; 问题3: 男友知道我怀孕了吗？: 是; 问题4: 我呕吐是因为抽脂手术吗？: 不是; 问题5: 我在直播时呕吐是因为食物中毒吗？: 不是,从小吃不胖; 做吃播赚钱; 前段时间身体发福; 男友是医生; 在家做抽脂手术; 直播时恶心不适; 马桶堵塞; 从马桶里抽出异物; 异物是婴儿; 不知道怀孕,3,e9f02833
65f25097,消失的器官,在医生的帮助下，我成功治愈了顽疾，但当我复查时发现CT片上出现了令我毛骨悚然的画面。,"我长期患有慢性腹痛，作为外科医生的丈夫坚持在家为我治疗。近期症状突然消失让我很高兴，直到医院复查时发现CT显示我的胆囊不见了。原来丈夫偷偷给我做了胆囊切除手术——那些所谓""特效药""其实是麻醉剂，他收集我的器官在黑市贩卖。",问题1:丈夫是专业医生吗？:是; 问题2:治疗过程是否在家中进行？:是; 问题3:症状消失是否突然？:是; 问题4:CT片是否显示器官缺失？:是; 问题5:丈夫是否有经济压力？:是,丈夫近期频繁夜不归宿; 家里出现过陌生医疗设备; 服药后总会有数小时记忆空白; 发现过丈夫手机里的器官交易对话; 银行账户突然有大额进账; 丈夫拒绝让我去医院复诊; 症状消失后体重明显下降; 在衣柜发现过带血的手术服; 最近住宅区有非法器官贩卖的传闻; 丈夫的书房抽屉里锁着多个器官保存罐,3,e9f02833
175c214a,深夜动物园,你独自住在野生动物园旁的宿舍，附近只有一对饲养员夫妇。你们之间隔着猛兽区。有一天深夜，你被一阵咆哮声惊醒，之后听见了狮吼、铁笼撞击和撕咬声。过了一段时间，你又听到有东西在抓挠你宿舍的门，但你没有理会，继续睡了过去。第二天，园长带着警察找上了你。,饲养员夫妇发生争执（咆哮声），丈夫狂怒下用铁棍打断了妻子的脊椎（狮吼声），妻子像破布娃娃般撞击铁笼（铁笼撞击声），丈夫将妻子扔进狮笼（撕咬声）。濒死的妻子用指甲抓挠着爬到你宿舍门前求救（抓门声），因未被理会而被狮子彻底分食，清晨巡查时发现异常报了警。,饲养员夫妇养的是狮子吗？:不是; 撕咬声来自真实动物吗？:是; 妻子当时已经死亡了吗？:不是; 听到的动物叫声都是人发出的吗？:部分是; 猛兽区真的有动物逃脱吗？:不是,深夜第一声咆哮带着人类怒音; 铁笼撞击声伴随着金属工具掉落音; 狮吼声中混杂着女性惨叫; 撕咬声持续有规律而非捕食状态; 抓门声伴有细微指甲断裂声; 次日地上有非动物爬行的拖痕; 警察来时狮子饱食状态异常; 饲养工具间少了根驯兽铁棍; 妻子工装裤后腰位置有拖行磨损; 你门框下方发现带血的人类指甲,3,a9547ff9
d7706384,深夜狗吠,你独自住在湖边，附近只有一户邻居，是一对养狗的独居老人。你们两家之间隔着一条小路。有一天深夜，你被一阵吵架声惊醒，之后听见了狗吠，狗撞开院门和狗啃骨头的声音。过了一段时间，你又听到有东西在挠自己家的门，但你没有理会，继续睡了过去。第二天，警察敲响了你家的门。,邻居老人突发争执（吵架声），其中一人用钝器击打对方头部致其昏迷，受伤者发出呻吟（狗吠声）。行凶者慌乱中将伤者拖出屋子（狗撞开院门），用牙齿啃咬伤者伤口试图止血（狗啃骨头），伤者爬到你门口挠门求救，因未被理会失血过多而死，清晨有人发现尸体报了警。,问题1:邻居家养的是真狗吗？:不是; 问题2:听到的狗叫声是动物发出的吗？:不是; 问题3:狗撞开院门的声音是动物造成的吗？:不是; 问题4:有人受伤了吗？:是; 问题5:伤者是否曾尝试求救？:是,"线索1:邻居实际没有养狗; 线索2:深夜的""狗吠""声持续时间异常; 线索3:""狗撞门""的动静像重物拖行; 线索4:听到类似啃咬硬物的声音; 线索5:第二天警察上门调查命案; 线索6:两户人家之间有可见的小路; 线索7:邻居是独居的老年夫妇; 线索8:夜间听到的""动物""行为都发生在凶案时间段; 线索9:最后挠门声很微弱; 线索10:所有""动物声音""都可对应人类行为",3,a9547ff9
9a44fb44,夜半犬吠,你住在城市的高层公寓，隔壁住着一对养大型犬的年轻情侣。每晚都能听到他们遛狗时的脚步声和犬吠声。某天深夜，你被激烈的争吵声惊醒，接着听到犬吠、抓挠门和撕咬东西的声音。后来有东西在挠你家的门，你以为是狗便没理会。第二天物业带着警察敲开了你的门。,情侣发生争执（争吵声），男方失控砍下女方的手指（犬吠实为惨叫），女方用断指抓挠房门（抓挠门声），疼痛中咬住抱枕（撕咬声），后爬出房门用膝盖撞击你家门求救（挠门声），因未被理会失血休克而死，清晨保洁发现血迹报警。,声音来源是狗吗？:不是; 情侣吵架有关键吗？:是; 犬吠声有特殊含义吗？:是; 抓挠门的是动物吗？:不是; 撕咬声是否真实在撕咬？:不是,"公寓隔音效果很好但能听到清晰惨叫; 平时遛狗时间是晚上7-8点; 深夜听到的""犬吠""声调异常尖锐; 抓挠门的声音带着金属刮擦感; 撕咬声后伴随着液体滴落声; 物业提到走廊监控有15分钟故障; 警察询问时特别关注你家门把手; 隔壁门口的地毯有拖拽痕迹; 清晨发现的血迹呈放射状分布; 法医在勘查时反复查看门框底部",2,a9547ff9
8ced658e,湖畔夜惊,你独自住在湖边的小屋里，附近只有一户邻居，是一对研究水鸟的老夫妇。你们两家之间隔着一片湿地。有一天深夜，你被一阵激烈的争吵声惊醒，之后听见了水鸟的尖叫、翅膀拍打和啄食的声音。过了一段时间，你又听到有东西在敲打你家的窗户，但你没有理会，继续睡了过去。第二天，动物保护协会的人敲响了你家的门。,老邻居夫妻吵架（激烈的争吵声），丈夫一怒之下割下了妻子的舌头，并折断了她的四肢，妻子发出痛苦的尖叫（水鸟叫声）。冷静下来后的丈夫自杀，妻子用残肢敲打窗户（翅膀拍打），用嘴在地上啄食苔藓止血（啄食声），爬到你窗前敲窗求救，因未被理会失血过多而死，清晨有人发现尸体报了警。,问题1:邻居夫妻是研究水鸟的专家吗？:是; 问题2:水鸟的叫声是否真的来自动物？:不是; 问题3:妻子是否还活着？:不是; 问题4:敲窗户的声音是否来自人类？:是; 问题5:湿地是否真的出现了水鸟？:不是,邻居夫妻是研究水鸟的专家，对鸟叫声很熟悉; 深夜的争吵声可能暗示家庭矛盾; 水鸟的尖叫与人类痛苦尖叫类似; 翅膀拍打声可能是残肢拍打的声音; 啄食声可能是用嘴止血的行为; 湿地没有真正的水鸟出现; 敲窗户的声音来自人类而非鸟类; 动物保护协会的出现暗示涉及动物或人类; 夫妻二人都不再出现; 深夜的异常行为暗示暴力事件,3,a9547ff9
fc0f6871,深夜牛影,你独自住在郊外，附近只有一户邻居，是一对养马的夫妻。你们两家之间隔着一片草地。有一天深夜，你被一阵争吵声惊醒，之后听见了马嘶，马蹄踩踏栅栏和马咀嚼草料的声音。过了一段时间，你又听到有东西在挠自己家的门，但你没有理会，继续睡了过去。第二天，警察敲响了你家的门。,邻居夫妻吵架（争吵声），丈夫暴怒下砍断了妻子的双手和脚（马嘶声），妻子用断肢扒开马厩门（马蹄踩栅栏），用嘴叼草料止血（马咀嚼声），爬到你门前用残肢挠门求救（挠门声），因未被理会失血过多而死。清晨马夫发现异常报警。,邻居家养的是真马吗？:不是; 听到的动物声音由人类发出吗？:是; 妻子是否在求救？:是; 丈夫是否还活着？:不知道; 挠门声是否意味着危险？:不是,"深夜争吵声暗示家庭暴力; 马嘶声与人类极端痛苦嚎叫相似; 马蹄声实为断肢拍打木质栅栏; 咀嚼草料声是咬住干草止血; 挠门声是残肢摩擦门板; 两户人家间只有草地无障碍物; 警察到来暗示命案现场; 所有""马""相关声音都在深夜爆发; 夫妻职业与动物相关是误导项; 持续声音移动轨迹显示爬行路径",3,a9547ff9
77068765,夜半旅馆,一个疲惫的旅行者深夜投宿一家偏僻的旅馆。前台无人应答，他自己找了间空房休息。虽然很累，但他总觉得有什么在注视着他，整夜难眠。第二天天亮，他发现房间异常干净，所有物品摆放整齐，顿时毛骨悚然，头也不回地逃走了。,"旅行者深夜投宿的其实是一家废弃的标本博物馆。他误入的""客房""是动物标本展示厅，那些""注视感""来自四周的动物标本眼睛。天亮后他发现所有标本都被收进玻璃展柜（看起来像""物品整齐摆放""），才意识到昨夜是被上百双动物眼睛盯着睡觉。",旅馆是正常营业状态吗？:不是; 房间里有其他人吗？:不是; 注视感来自活物吗？:不是; 物品白天看起来和晚上不同？:是; 逃跑是因为发现真相？:是,"旅馆地处偏僻荒凉地区; 前台积灰已久; 房门没有电子锁; 房间陈列过于整齐; 墙壁有固定支架痕迹; 床单散发着防腐剂气味; 夜间听到细微的吱嘎声; 天花板有射灯轨道; 洗手间镜子被拆除; 走廊尽头有""禁止拍照""标识",2,d9874474
beaa78fa,夜半画像,深夜，一个迷路的女孩走进了一家艺术画廊避雨。画廊里只有一幅巨大的肖像画，画中是一个面无表情的男人。女孩太累了，决定在画廊的沙发上休息。尽管很疲惫，她却始终无法入睡，总觉得有什么在盯着她。天亮后，她突然惊恐地发现画中的男人不见了，立刻逃离了画廊。,女孩看到的并非真正的画作，而是一面单向玻璃。画中的‘男人’实际上是玻璃另一侧的真实人物，他一直透过玻璃观察着女孩。天亮后光线变化，女孩才看清那是玻璃而非画作，意识到自己整晚被监视而惊恐逃离。,问题1:画廊是正常营业的吗？:不是; 问题2:画中人物是真实存在的吗？:是; 问题3:女孩最后看到的景象重要吗？:是; 问题4:和光线条件有关吗？:是; 问题5:‘画框’其实是某种装置吗？:是,深夜画廊里只有一幅‘画’; 画中人物面无表情; 女孩感觉被盯着却找不到源头; 画廊没有其他工作人员; ‘画作’尺寸异常巨大; 夜间画廊光线昏暗; 天亮后才发现异常; ‘画框’边缘有细微反光; 画廊位于偏僻地段; 女孩逃离时听到玻璃敲击声,2,d9874474
24e1f812,夜半画廊,一个艺术家深夜在画廊里休息，他总觉得有双眼睛在盯着他，辗转反侧无法入睡。天亮时他终于睡着，醒来后发现画廊里的雕像位置变了，惊恐地逃了出去。,艺术家深夜在画廊休息，误将一尊真人雕塑当成了艺术品。半夜雕塑偷偷移动时被他察觉动静却看不到人影，导致他整夜不安。天亮后他终于睡着，醒来发现雕像位置改变，才意识到昨夜画廊里有个活人在伪装雕塑。,问题1: 画廊平时晚上有人吗？回答1: 不是; 问题2: 艺术家是否认识那个雕塑？回答2: 不是; 问题3: 雕塑原本的位置明显吗？回答3: 是; 问题4: 雕塑会自己移动吗？回答4: 不是; 问题5: 艺术家最后明白真相了吗？回答5: 是,线索1: 画廊夜间通常无人值守; 线索2: 那尊雕塑是新展品; 线索3: 艺术家休息前确认过展厅安全; 线索4: 半夜听到细微的摩擦声; 线索5: 展厅监控录像出现故障; 线索6: 雕塑底座有移动痕迹; 线索7: 艺术家感觉被注视却找不到来源; 线索8: 天亮后雕塑面向改变了; 线索9: 展品清单上多了一件未登记作品; 线索10: 后来在储物间发现了伪装用的雕塑外壳,2,d9874474
1ca5de0c,夜半敲门声,独自在家的老人半夜听到敲门声，他透过猫眼看到门外站着已故的老伴。他吓得没敢开门，直到天亮后鼓起勇气查看，却发现门外空无一人。,"老人患有轻度白内障和夜盲症。半夜听到的声音其实是野猫抓门声，透过猫眼看到的""老伴""是玻璃反光的自己影像（穿着和老伴相似睡衣）。天亮后视力恢复才看清真相。",老人是独居吗？:是; 老伴确实已去世吗？:是; 当时有其他人靠近房屋吗？:不是; 老人视力是否有问题？:是; 门外留下痕迹了吗？:是（猫爪痕）,老人近期总把东西看错; 老伴去世前常穿蓝条纹睡衣; 老人当晚也穿着蓝条纹睡衣; 社区常有野猫出没; 猫眼有点松动会反光; 老人不敢开灯查看; 天亮后发现门框有抓痕; 老人夜盲症加重了; 当晚月光特别亮; 邻居证实没看到人影,2,d9874474
